ORA-00000    성공적인 정상 종료입니다.
ORA-10272 distributed transaction before PREPARE
ORA-10273 distributed transaction after PREPARE
ORA-10274 distributed transaction before COMMIT
ORA-10275 distributed transaction after COMMIT
ORA-10276 distributed transaction before FORGET
ORA-10277 이벤트가 커서를 공유하는지(안하는지)에 관련이 있습니다 (테스트에 사용되었습니다)
ORA-10281 maximum time to wait for process creation
ORA-10282 Inhibit signalling of other backgrounds when one dies
ORA-10286 Simulate control file open error
ORA-10287 Simulate archiver error
ORA-10288 Do not check block type in ktrget
ORA-10289 Do block dumps to trace file in hex rather than fromatted
ORA-10290 kdnchk - checkvalid event - not for general purpose use.
ORA-10291 die in dtsdrv to test controlfile undo
ORA-10292 dump uet entries on a 1561 from dtsdrv
ORA-10293 dump debugging information when doing block recovery
ORA-10294 사용가능한 PERSISTENT DLM 작업이 non-compliant 시스템에 있습니다.
ORA-10300 disable undo compatibility check at database open
ORA-10301 Enable LCK timeout table consistency check
ORA-10320 Enable data layer (kdtgrs) tracing of space management calls
ORA-10352 직접 패스 통계를 보고합니다.
ORA-10353 슬롯의 수
ORA-10354 병렬 질의를 위해 직접 읽기 패스를 사용가능하게 합니다.
ORA-10355 스캔을 위해 직접 읽기 패스를 사용가능하게 합니다.
ORA-10356 직접 읽기를 위해 힌트 사용법을 사용가능하게 합니다.
ORA-10357 직접 패스를 위해 디버그 정보를 사용가능하게 합니다.
ORA-10374 병렬 질의 서버가 인터럽트 (잠금 값을 확인합니다)
ORA-10375 감아 올린 통계를 위해 검색을 사용가능하게 합니다.
ORA-10376 큐 통계 테이블을 사용가능하게 합니다.
ORA-10377 turn off load balancing
ORA-10378 force hard process/range affinity
ORA-10379 direct read for rowid range scans (unimplemented)
ORA-10380 kxfp latch cleanup testing event
ORA-10381 kxfp latch cleanup testing event
ORA-10382 parallel query server interrupt (reset)
ORA-10383 auto parallelization testing event
ORA-10384 parallel dataflow scheduler tracing
ORA-10385 parallel table scan range sampling method
ORA-10386 parallel SQL hash and range statistics
ORA-10387 parallel query server interrupt (normal)
ORA-10388 parallel query server interrupt (failure)
ORA-10389 parallel query server interrupt (cleanup)
ORA-10390 Trace parallel query slave execution
ORA-10391 trace rowid range partitioning
ORA-10392 parallel query debugging bits
ORA-10393 print parallel query statistics
ORA-10394 allow parallelization of small tables
ORA-10395 adjust sample size for range table queues
ORA-10396 circumvent range table queues for queries
ORA-10397 suppress verbose parallel coordinator error reporting
ORA-10398 enable timeouts in parallel query threads
ORA-10399 use different internal maximum buffer size
ORA-10400 turn on system state dumps for shutdown debugging
ORA-10500 turn on traces for SMON
ORA-10510 turn off SMON check to offline pending offline rollback segment
ORA-10511 turn off SMON check to cleanup undo dictionary
ORA-10512 turn off SMON check to shrink rollback segments
ORA-10550 signal error during create as select/create index after n rows
ORA-10600 check cursor frame allocation
ORA-10602 cause an access violation (for testing purposes)
ORA-10603 cause an error to occur during truncate (for testing purposes)
ORA-10604 trace parallel create index
ORA-10605 enable parallel create index by default
ORA-10606 trace parallel create index
ORA-10607 색인 행ID 파티션 스캔을 트래스 합니다.
ORA-10608 트래스가 비트맵 색인을 만듭니다.
ORA-10610 트래스가 색인 pseudo 최적화를 만듭니다.
ORA-10666 Do not get database enqueue name
ORA-10667 Cause sppst to check for valid process ids
ORA-10690 Set shadow process core file dump type (Unix only)
ORA-10691 Set background process core file type (Unix only)
ORA-10700 Alter access violation exception handler
ORA-10701 Dump direct loader index keys
ORA-10702 Enable histogram data generation
ORA-10703 Simulate process death during enqueue get
ORA-10704 Print out information about what enqueues are being obtained
ORA-10705 Print Out Tracing information for every I/O done by ODSs
ORA-10706 인스턴스 잠금 조작에 관한 정보를 프린트합니다.
ORA-10707 인스턴스 등록을 위한 모의 프로세스를 죽입니다.
ORA-10708 skxf 다중 인스턴스 명령어에 대한 트래스 정보를 프린트 합니다.
ORA-10709 디폴트로 색인을 작성한 것에 병렬 인스턴스를 사용가능하게 합니다.
ORA-10710 비트맵 색인 액세스를 트래스
ORA-10711 비트맵 색인 액세스를 트래스
ORA-10712 비트맵 색인 액세스를 트래스
ORA-10713 비트맵 색인 액세스를 트래스
ORA-10714 비트맵 색인 마이너스를 트래스
ORA-10715 행ID로 비트맵 색인을 변환하는것을 트래스
ORA-10716 비트맵 색인 압축/압축제거를 트래스
ORA-10800 disable Smart Disk scan
ORA-10801 enable Smart Disk trace
ORA-10802 reserved for Smart Disk
ORA-10803 write timing statistics on OPS recovery scan
ORA-10804 ksxb을 위해 비축해 놓은 것입니다.
ORA-10805 행 소스 정렬을 위해 비축해 놓은 것입니다.
ORA-10900 관리자 범위는 삽입 이벤트 번호 %s에 결점이 있습니다.
ORA-10924 들어오기 저장을 구문분석 할때 이벤트 무시에 오류가 있습니다.
ORA-10925 이름 켄텍스트를 끊임없이 트래스합니다.
ORA-10926 이름 켄텍스트를 끊임없이 트래스합니다.
ORA-10927 이름 켄텍스트를 끊임없이 트래스합니다.
ORA-10928 이름 켄텍스트를 끊임없이 트래스합니다.
ORA-10999 do not get database enqueue name
ORA-12000 스냅샷 로그가 테이블 %s에 이미 존재합니다.
ORA-12001 로그를 생성할 수 없습니다 테이블 %s가 이미 트리거를 갖고 있습니다.
ORA-12002 table %s에 스냅샷 로그가 없습니다.
ORA-12003 스냅샷 %s가 존재하지 않습니다.
ORA-12004 REFRESH FAST가 사용될 수 없습니다.
ORA-12005 자동 refresh를 과거 시간에 대하여 행할 수 없습니다.
ORA-12006 같은 사용자 이름을 갖는 스냅샷이 이미 존재합니다.
ORA-12007 스냅샷 재 사용 파라미터들이 일치하지 않습니다.
ORA-12008 스냅샷 refresh 패스에 오류가 있습니다.
ORA-12009 스냅샷들은 긴 열들을 포함하지 않습니다.
ORA-12010 SYS 소유의 테이블에 대해서는 스냅샷 로그를 만들수 없습니다.
ORA-12011 작업 %s의 실행에 실패
ORA-12012 작업 %s의 자동 실행중 오류 발생
ORA-12013 갱신 가능한 스냅샷을 충분히 빨리 재그리기를 할 수 있게 간단해야 합니다.
ORA-12150 TNS:데이타베이스를 보낼 수 없습니다.
ORA-12151 TNS:네트워크 층으로부터 받은 패킷 유형이 틀립니다.
ORA-12152 TNS:break 메시지를 보낼 수 없습니다.
ORA-12153 TNS:연결되지 않았습니다.
ORA-12154 TNS:서비스명를 해석할 수 없습니다.
ORA-12155 TNS:NSWMARKER 패킷에 틀린 데이타형을 받았습니다.
ORA-12156 TNS:잘못된 상태로 부터 줄을 재 설정하기 위해 시도 했습니다.
ORA-12157 TNS:내부 네트워크 통신 오류
ORA-12158 TNS:파라미터 부시스템을 초기화할 수 없습니다.
ORA-12159 TNS:추적 화일은 쓸수 없습니다.
ORA-12160 TNS:내부오류: 잘못된 오류번호
ORA-12161 TNS:내부오류: 부분적인 데이타를 받았습니다.
ORA-12162 TNS:서비스명이 잘못 지정되었습니다.
ORA-12163 TNS:연결 기술어가 너무 깁니다.
ORA-12196 TNS:TNS로 부터 오류를 받았습니다.
ORA-12197 TNS:키워드-값을 분석하는데 오류가 생겼습니다.
ORA-12198 TNS:수신으로의 패스를 찾을 수 없습니다.
ORA-12200 TNS:메모리를 할당할 수 없습니다.
ORA-12201 TNS:연결 버퍼가 너무 작습니다.
ORA-12202 TNS:내부 네비게이션 오류
ORA-12203 TNS:수신에 연결할 수 없습니다.
ORA-12204 TNS:어플리케이션으로 부터 거절된 데이타를 받았습니다.
ORA-12205 TNS:실패한 주소를 받을 수 없습니다.
ORA-12206 TNS:TNS 오류를 받았습니다.
ORA-12207 TNS:네비게이션을 계속할 수 없습니다.
ORA-12208 TNS:TNSNAV.ORA 화일을 발견할 수 없습니다.
ORA-12209 TNS:초기화 되지않은 글로벌 변수 입니다.
ORA-12210 TNS:네비게이터 데이타를 찾을때 오류가 발생합니다.
ORA-12211 TNS:TNSNAV.ORA에 PREFERRED_CMANAGERS 엔트리가 필요함
ORA-12212 TNS:TNSNAV.ORA에  PREFERRED_CMANAGER 바인딩이 불완전합니다.
ORA-12213 TNS:TNSNAV.ORA에 PREFERRED_CMANAGERS 바인딩이 불완전 합니다.
ORA-12214 TNS:TNSNAV.ORA에  LOCAL_COMMUNITIES 엔트리가 빠졌습니다.
ORA-12215 TNS:TNSNAV.ORA에 있는 PREFERRED_NAVIGATORS 주소가 잘못되었습니다.
ORA-12216 TNS:TNSNAV.ORA에 있는 PREFERRED_CMANAGER 주소가 잘못되었습니다.
ORA-12217 TNS:TNSNAV.ORA내에 PREFERRED_CMANAGERS를 접촉할 수 없습니다.
ORA-12218 TNS:받아드리지 않는 네트워크 구성 데이타
ORA-12219 TNS:ADDRESS_LIST에서 공유명이 주소에서 빠졌습니다.
ORA-12221 TNS:부적합한 ADDRESS 파라미터
ORA-12222 TNS:그런 포로토콜 어댑터가 없습니다.
ORA-12223 TNS:내부 한계 한정이 초과
ORA-12224 TNS:리스너가 없음
ORA-12225 TNS:수신 호스트에 도달할 수 없습니다.
ORA-12226 TNS:운영 시스템 자원 할당이 초과되었습니다.
ORA-12227 TNS:구문 오류
ORA-12228 TNS:포로토콜 어댑터가 로드될 수 없습니다.
ORA-12229 TNS:Interchange는 더이상 여유있은 연결을 가지고 있지 않습니다.
ORA-12230 TNS:이 연결을 만드는데 Sever Network 오류가 발생했습니다.
ORA-12315 ALTER DATABASE 문장을 위한 데이타베이스 링크형이 부적합합니다.
ORA-12316 데이타베이스 링크의 연결 스트링에 구문오류가 있습니다.
ORA-12317 데이타베이스(링크명 %s)로의 로그온이 거절되었습니다.
ORA-12318 데이타베이스(링크명 %s)가 이미 마운트되었습니다.
ORA-12319 데이타베이스(링크명 %s)가 이미 개방되었습니다.
ORA-12321 데이타베이스(링크명 %s)가 열지 않았으며 AUTO_MOUNTING=FALSE입니다.
ORA-12322 데이타베이스(링크명 %s)를 마운트할 수 없습니다.
ORA-12323 데이타베이스(링크명 %s)를 열 수 없습니다.
ORA-12324 ROM을 사용할 수 없습니다: 사적소유의 데이타베이스 링크형이기 때문에 입니다.
ORA-12326 데이타베이스 %s가 즉시 닫기를 수행 중: 어떤 작업도 허가되지 않습니다.
ORA-12329 데이타베이스 %s가 닫혔음; 어떤 작업도 허가되지 않습니다.
ORA-12333 데이타베이스 %s가 마운트되지 않았습니다.
ORA-12334 데이타베이스(링크명 %s)가 아직 열려 있습니다.
ORA-12335 데이타베이스(링크명 %s)가 열지 않았습니다.
ORA-12336 데이타베이스에 로그인할 수 없습니다 (링크명 %s)
ORA-12341 마운트할 수 있는 최대 수가 초과했습니다.
ORA-12342 마운트 열기가 OPEN_MOUNTS 파라미터에 지정한 한계치를 초과했습니다.
ORA-12345 사용자 %s는 데이타베이스 링크(%s)에 필요한 CREATE SESSION 권한이 없습니다.
ORA-12350 삭제될 데이타베이스 링크가 아직도 마운트되었습니다.
ORA-12351 원격 개체 참조를 이용하는 원격 개체가 뷰를 만들 수 없습니다.
ORA-12352 %s.%s@%s 는 부적절합니다.
ORA-12353 2번째 저장된 개체는 원격 개체를 참조할수 없습니다.
ORA-12354 DROP될 2번째 개체
ORA-12400 DBLOW는 유효한 운영 시스템 레이블이 아닙니다.
ORA-12401 DBHIGH는 유효한 운영 시스템 레이블이 아닙니다.
ORA-12402 화일: %s
ORA-12403 화일 레이블이 DB_HIGH(%s)와 동일해야 합니다(%s)
ORA-12404 디바이스 low (%s)는 DBLOW (%s)에 의해 통제됩니다.
ORA-12405 디바이스 high (%s)는 DBHIGH (%s)를 통제합니다.
ORA-12406 화일들을 테이블스페이스에 추가하기 위해서는 OS내에 DBHIGH (%s)에 있어야 합니다.
ORA-12407 뷰의 ROWLABEL 열에 삽입하거나 수정할 수 없습니다.
ORA-12408 이전에 존재했던 테이블스페이스가 다른 레이블(%s)에 있습니다.
ORA-12409 DBLOW는 DBMS MAC 모드에서 널값을 가질 수 없습니다.
ORA-12410 DBHIGH는 DBMS MAC 모드에서 널값을 가질 수 없습니다.
ORA-12411 DBHIGH는 DBLOW를 통제합니다.
ORA-12412 DBLOW는 %s에 의해 통제됩니다.
ORA-12413 DBHIGH는 %s에 의해 통제됩니다.
ORA-12414 데이타베이스를 기동시키기 위해서는 DBHIGH (%s) 이어야 합니다.
ORA-12415 세션 레이블은 롤 %s의 레이블 생성을 통제해야만 합니다.
ORA-12416 감사 레이블은 사용자를 통제합니다.
ORA-12418 색인 레이블은 테이블과 동일해야 합니다.
ORA-12419 열의 레이블은 테이블과 동일해야 합니다.
ORA-12420 저장된 개체의 레이블은 참조된 객체 %s를 통제해야 합니다.
ORA-12421 허가 권한의 레이블은 개체를 통제해야 합니다.
ORA-12422 허가 권한의 레이블은 허가받는 %s를 통제해야 합니다.
ORA-12423 제약조건 레이블은 테이블과 같아야 합니다.
ORA-12424 개체의 레이블은 테이블 영역을 통제해야 합니다.
ORA-12425 테이블의 레이블은 클러스터를 통제해야 합니다.
ORA-12426 사용자의 레이블은 디폴트 또는 임시의 테이블 영역을 통제 해야만 합니다.
ORA-12427 개체의 레이블은 스키마를 통제해야만 합니다.
ORA-12428 불 충분한 MAC 권한
ORA-12429 주석 레이블은 테이블 또는 뷰와 동일 해야 합니다.
ORA-12430 트리거의 레이블은 테이블과 동일해야 합니다.
ORA-12431 사용자의 레이블은 디폴트 프로화일을 통치해야 합니다.
ORA-12432 권한부여의 레벨은 프로시저의 레벨과 같아야 합니다.
ORA-12433 디폴트 롤 %s의 레이블은 사용자를 통치해야 합니다.
ORA-12434 자식 레코드의 레이블은 부모를 통치 해야만 합니다.
ORA-12435 패키지 본체의 레이블은 패키지와 같아야만 합니다.
ORA-12436 패키지 몸체는 MAC 권한을 허가하기 위해서 존재해야 합니다.
ORA-12437 더낮은 레이블에서 데이타베이스에 기록할 수 없습니다.
ORA-12438 모든 행들에서 제약조건을 검증하기 위한 권한이 불충분합니다.
ORA-12439 ROWLABEL 열을 수정할 수 없습니다.
ORA-12440 데이타베이스는 읽기-호환 모드로 마운트되지 않습니다.
ORA-12441 허가는 이미 다른 레이블에서 존재합니다.
ORA-12442 디폴트 롤을 수정하기 위해서는 사용자와 같은 레이블에 있어야만 합니다.
ORA-12443 다른 레벨에 감사 옵션이 이미 존재합니다.
ORA-12444 화일 레이블은 인스턴스 레이블보다 낮습니다.
ORA-12445 색인와 행의 레이블이 틀립니다- 추적 화일 참조
ORA-12446 화일 레이블이 인스턴스 레이블보다 상위에 있습니다.
ORA-12447 안전성 없는 프로토콜이 사용되어 연결이 거부 되었습니다.
ORA-12448 최고 보다 낮은 범위가 부적합한 운영 시스템 레이블이 되었습니다.
ORA-12449 최하 보다 높은 범위가 부적합한 운영 시스템 레이블이 되었습니다.
ORA-12450 레이블 스트링은 이진 레이블로 변환될 수 없습니다.
ORA-12451 이진 OS 레이블은 스트링 레이블로 변환될 수 없습니다.
ORA-12452 레이블 형식 스트링은 해석될 수 없습니다 형식 코드를 검사하십시오
ORA-12453 문자 스트링에 인용부호가 누락됐습니다.
ORA-12454 제공된 구두점은 명시된 입력 형식과 일치하지 않습니다.
ORA-12455 OS 형식은 이 문맥에서 사용될 수 없습니다.
ORA-12456 제공된 문자스트링은 지정된 입력 형식과 일치하지 않습니다.
ORA-12457 MLSLABEL 바인드 변수에 대한 길이가 잘못됐습니다.
